index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob,Flags 4,MH
,,,Archangel,S_ANGEL,18,16,-6,70,15,G_NOCORPSE|G_NOGEN|1,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,1,8)","ATTK(AT_MAGC,AD_CLRC,4,6)","ATTK(AT_HUGS,AD_PHYS,2,6)",NO_ATTK,1450,400,MS_CUSS,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS,M2_NOPOLY|M2_MERC|M2_PRINCE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,14,-,-,-,25,24,589,,,MH_ANGEL,
,,,Archon,S_ANGEL,19,16,-6,80,15,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_GAZE,AD_SLOW,2,6)","ATTK(AT_CLAW,AD_PHYS,1,8)","ATTK(AT_MAGC,AD_SPEL,4,6)",NO_ATTK,1450,400,MS_CUSS,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS,M2_NOPOLY|M2_MERC|M2_PRINCE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,5,-,-,-,26,26,654,,,MH_ANGEL,
,,,Saint Michael,S_ANGEL,35,14,-8,90,15,G_NOCORPSE|G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_CLAW,AD_CLOB,2,4)","ATTK(AT_MAGC,AD_CLRC,4,6)","ATTK(AT_MAGC,AD_MAGM,4,6)",NO_ATTK,1450,400,MS_CUSS,MZ_HUGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS,M2_NOPOLY|M2_LORD|M2_MALE|M2_PNAME|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,13,-,-,-,40,44,1864,,,MH_ANGEL,
,,,bat,S_BAT,0,22,8,0,0,G_GENO|G_SGROUP|1,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,20,MS_SQEEK,MZ_TINY,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_WANDER,M3_INFRAVISIBLE|M3_SKITTISH,3,-,STUN=100|-,-,2,2,6,,,,
,,,giant bat,S_BAT,2,22,7,0,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SQEEK,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,1,-,STUN=100|-,-,3,3,10,,,,
,,,hawk,S_BAT,2,18,6,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,1,2)","ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,60,40,MS_SQAWK,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,11,-,-,-,3,4,8,,,,
,,,large hawk,S_BAT,4,20,5,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,60,MS_SQAWK,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,11,-,-,-,5,6,22,,,,
,,,raven,S_BAT,4,20,6,0,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_SLOW,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,40,20,MS_SQAWK,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,0,-,-,-,6,6,26,,,,
,,,vampire bat,S_BAT,5,20,6,0,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,1,6)","ATTK(AT_BITE,AD_DRST,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,20,MS_SQEEK,MZ_SMALL,MR_SLEEP|MR_POISON,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE,M3_INFRAVISIBLE,0,-,POISON=100|-,-,7,7,41,,,,
,,,giant hawk,S_BAT,6,22,4,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,150,MS_SQAWK,MZ_MEDIUM,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_OVIPAROUS|M1_CARNIVORE,M2_DRUID_FORM_A|M2_HOSTILE|M2_WANDER|M2_STRONG,M3_INFRAVISIBLE,11,-,-,-,7,8,42,,,,
,,,centaur,S_CENTAUR,0,18,4,0,0,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_KICK,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2200,500,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISIBLE|M3_ACCURATE,1,-,CENTAUR=100|-,-,2,2,9,,,MH_CENTAUR,
,,,plains centaur,S_CENTAUR,4,18,4,0,0,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_KICK,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2500,500,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISIBLE|M3_ACCURATE,3,-,CENTAUR=100|-,-,6,6,25,,,MH_CENTAUR,
,,,forest centaur,S_CENTAUR,5,18,3,10,-1,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_KICK,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2550,600,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISIBLE|M3_ACCURATE,2,-,CENTAUR=100|-,-,8,8,34,,,MH_CENTAUR,
,,,mountain centaur,S_CENTAUR,6,20,2,10,-3,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,1,10)","ATTK(AT_KICK,AD_PHYS,1,6)","ATTK(AT_KICK,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,2550,500,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISIBLE|M3_ACCURATE,6,-,CENTAUR=100|-,-,9,9,52,,,MH_CENTAUR,
,,,pseudodragon,S_DRAGON,2,18,4,20,0,G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,1,6)","ATTK(AT_STNG,AD_DRST,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,150,150,MS_HISS,MZ_SMALL,MR_POISON,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DOMESTIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,3,-,AGGRAVATE=100|-,-,4,4,15,,,,
,,,elder pseudodragon,S_DRAGON,4,18,2,40,0,G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,1,6)","ATTK(AT_STNG,AD_DRST,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,200,MS_HISS,MZ_SMALL,MR_POISON,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DOMESTIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,3,-,AGGRAVATE=100|-,-,6,7,36,,,,
,,,ancient pseudodragon,S_DRAGON,6,20,0,60,0,G_NOGEN|0,"ATTK(AT_BITE,AD_SLEE,1,10)","ATTK(AT_STNG,AD_DRST,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,250,MS_HISS,MZ_MEDIUM,MR_SLEEP|MR_POISON,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DRUID_FORM_B|M2_DOMESTIC|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,3,-,AGGRAVATE=100|-,-,8,9,76,,,,
,,,fell beast,S_DRAGON,14,12,-2,20,-17,G_NOGEN|0,"ATTK(AT_CLAW,AD_PHYS,4,5)","ATTK(AT_CLAW,AD_PHYS,4,5)","ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1200,800,MS_SHRIEK,MZ_LARGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_SEE_INVIS|M1_POIS|M1_CARNIVORE,M2_NOPOLY|M2_HOSTILE|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_ACCURATE,5,-,POISON=100|-,-,16,16,363,,,,
,,,baby gray dragon,S_DRAGON,12,9,2,10,4,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,7,-,-,-,13,14,212,,,MH_DRAGON,
,,,baby silver dragon,S_DRAGON,12,9,2,10,4,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,14,-,-,-,13,14,212,,,MH_DRAGON,
,,,baby shimmering dragon,S_DRAGON,12,9,2,10,4,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,6,-,-,-,13,14,212,,,MH_DRAGON,
,,,baby red dragon,S_DRAGON,12,9,2,10,-4,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,6,5)","ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_FIRE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,M3_INFRAVISIBLE,1,-,-,-,13,14,212,,M4_VULNERABLE_COLD,MH_DRAGON,
,,,baby white dragon,S_DRAGON,12,9,2,10,-4,G_GENO|G_NOHELL|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_COLD,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,15,-,-,-,13,14,212,,M4_VULNERABLE_FIRE,MH_DRAGON,
,,,baby orange dragon,S_DRAGON,12,9,2,10,-5,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_SLEEP,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,9,-,-,-,13,14,212,,,MH_DRAGON,
,,,baby black dragon,S_DRAGON,12,9,2,10,-6,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_DISINT,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,0,-,-,-,13,14,212,,,MH_DRAGON,
,,,baby blue dragon,S_DRAGON,12,14,2,10,-7,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_ELEC,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,4,-,-,-,13,14,215,,,MH_DRAGON,
,,,baby green dragon,S_DRAGON,12,9,2,10,-6,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_POISON,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_POIS|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,2,-,POISON=100|-,-,13,14,212,,,MH_DRAGON,
,,,baby gold dragon,S_DRAGON,12,9,2,10,4,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_FIRE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,M3_INFRAVISIBLE,11,-,-,-,13,14,212,,M4_VULNERABLE_COLD,MH_DRAGON,
,,,baby sea dragon,S_DRAGON,12,9,2,10,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_NONE,AD_RUST,0,2)",NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOHANDS|M1_UNSOLID|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,12,-,-,-,13,15,224,,M4_VULNERABLE_ELEC,MH_DRAGON,
,,,baby yellow dragon,S_DRAGON,12,9,2,10,-7,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_ACID|MR_STONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_ACID|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,11,UNSTONE=100|-,ACID=100|-,-,13,14,212,,,MH_DRAGON,
,,,baby shadow dragon,S_DRAGON,18,12,0,25,-15,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,3,8)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_SLEEP|MR_POISON,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_POIS|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,M3_ULTRAVISION,0,-,POISON=100|-,-,19,20,400,,,MH_DRAGON,
,,,baby celestial dragon,S_DRAGON,24,15,-2,50,0,G_NOGEN|0,"ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,6)","ATTK(AT_CLAW,AD_PHYS,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,3000,1000,MS_ROAR,MZ_HUGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_ACID|MR_STONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_REGEN|M1_SEE_INVIS|M1_CARNIVORE,M2_NOPOLY|M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,13,-,-,-,26,28,720,,,MH_DRAGON,
,,,gray dragon,S_DRAGON,15,9,-1,20,4,G_GENO|1,"ATTK(AT_BREA,AD_MAGM,4,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)","ATTK(AT_NONE,AD_CNCL,0,0)",4500,1500,MS_ROAR,MZ_GIGANTIC,,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,7,-,-,-,20,21,493,,,MH_DRAGON,
,,,silver dragon,S_DRAGON,15,9,-1,20,4,G_GENO|1,"ATTK(AT_BREA,AD_COLD,4,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)",NO_ATTK,4500,1500,MS_ROAR,MZ_GIGANTIC,MR_COLD,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,14,-,-,-,20,21,478,,,MH_DRAGON,
,,,shimmering dragon,S_DRAGON,15,9,-1,20,4,G_GENO|1,"ATTK(AT_BREA,AD_SPC2,4,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)",NO_ATTK,4500,1500,MS_ROAR,MZ_GIGANTIC,,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,6,-,HALLU=100|-,-,20,21,478,,,MH_DRAGON,
,,,red dragon,S_DRAGON,15,9,-1,20,-4,G_GENO|1,"ATTK(AT_BREA,AD_FIRE,7,6)","ATTK(AT_BITE,AD_PHYS,4,9)","ATTK(AT_CLAW,AD_PHYS,4,5)","ATTK(AT_CLAW,AD_PHYS,4,5)","ATTK(AT_ENGL,AD_DGST,2,10)","ATTK(AT_NONE,AD_FIRE,0,1)",4500,1500,MS_ROAR,MZ_GIGANTIC,MR_FIRE,MR_FIRE,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,M3_INFRAVISIBLE,1,-,-,-,20,21,508,MR_FIRE=+50,M4_VULNERABLE_COLD,MH_DRAGON,
,,,white dragon,S_DRAGON,15,9,-1,20,-5,G_GENO|G_NOHELL|1,"ATTK(AT_BREA,AD_COLD,4,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)","ATTK(AT_NONE,AD_COLD,0,1)",4500,1500,MS_ROAR,MZ_GIGANTIC,MR_COLD,MR_COLD,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,15,-,-,-,20,21,508,MR_COLD=+50,M4_VULNERABLE_FIRE,MH_DRAGON,
,,,orange dragon,S_DRAGON,15,9,-1,20,-5,G_GENO|1,"ATTK(AT_BREA,AD_SLEE,4,25)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)","ATTK(AT_NONE,AD_PLYS,0,2)",4500,1500,MS_ROAR,MZ_GIGANTIC,MR_SLEEP,MR_SLEEP,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,9,-,-,-,20,21,493,MR_SLEEP=+50,,MH_DRAGON,
,,,black dragon,S_DRAGON,15,9,-1,20,-6,G_GENO|1,"ATTK(AT_BREA,AD_DISN,12,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)","ATTK(AT_NONE,AD_DISN,0,0)",4500,1500,MS_ROAR,MZ_GIGANTIC,MR_DISINT,MR_DISINT,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,0,-,-,-,20,21,508,MR_DISINT=+50,,MH_DRAGON,
,,,blue dragon,S_DRAGON,15,14,-1,20,-7,G_GENO|1,"ATTK(AT_BREA,AD_ELEC,4,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)",NO_ATTK,4500,1500,MS_ROAR,MZ_GIGANTIC,MR_ELEC,MR_ELEC,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,4,-,-,-,20,21,481,MR_ELEC=+50,,MH_DRAGON,
,,,green dragon,S_DRAGON,15,9,-1,20,-6,G_GENO|1,"ATTK(AT_BREA,AD_DRST,4,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)","ATTK(AT_NONE,AD_DRST,0,1)",4500,1500,MS_ROAR,MZ_GIGANTIC,MR_POISON,MR_POISON,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_POIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,2,-,POISON=100|-,-,20,22,508,MR_POISON=+50,,MH_DRAGON,
,,,gold dragon,S_DRAGON,15,9,-1,20,4,G_GENO|1,"ATTK(AT_BREA,AD_FIRE,6,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_DGST,2,10)",NO_ATTK,4500,1500,MS_ROAR,MZ_GIGANTIC,MR_FIRE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,M3_INFRAVISIBLE,11,-,-,-,20,21,478,,M4_VULNERABLE_COLD,MH_DRAGON,
,,,sea dragon,S_DRAGON,15,9,-1,20,0,G_GENO|1,"ATTK(AT_BREA,AD_ACID,6,8)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_ENGL,AD_WRAP,2,10)","ATTK(AT_NONE,AD_RUST,0,2)",4500,1500,MS_ROAR,MZ_GIGANTIC,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOHANDS|M1_UNSOLID|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,12,-,-,-,20,21,493,,M4_VULNERABLE_ELEC,MH_DRAGON,
