index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob
,,,grid bug,S_XAN,0,12,9,0,0,G_NOCORPSE|G_GENO|G_SGROUP|G_NOHELL|3,"ATTK(AT_BITE,AD_ELEC,1,1)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,15,10,MS_BUZZ,MZ_TINY,MR_ELEC|MR_POISON|MR_HITASONE,,M1_ANIMAL,M2_HOSTILE,M3_INFRAVISIBLE,5,-,-,-,1,1,1,
,,,spark bug,S_XAN,2,12,9,0,0,G_NOCORPSE|G_GENO|G_SGROUP|G_NOHELL|1,"ATTK(AT_BITE,AD_ELEC,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,15,10,MS_BUZZ,MZ_TINY,MR_ELEC|MR_POISON|MR_HITASONE,,M1_ANIMAL,M2_HOSTILE,M3_INFRAVISIBLE,12,-,-,-,4,4,9,
,,,arc bug,S_XAN,4,12,9,0,0,G_NOCORPSE|G_GENO|G_SGROUP|G_NOHELL|1,"ATTK(AT_BITE,AD_ELEC,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,15,10,MS_BUZZ,MZ_TINY,MR_ELEC|MR_POISON|MR_HITASONE,,M1_ANIMAL,M2_HOSTILE,M3_INFRAVISIBLE,9,-,-,-,6,6,25,
,,,lightning bug,S_XAN,6,12,9,0,0,G_NOCORPSE|G_GENO|G_SGROUP|G_NOHELL|1,"ATTK(AT_BITE,AD_ELEC,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,15,10,MS_BUZZ,MZ_TINY,MR_ELEC|MR_POISON|MR_HITASONE,,M1_ANIMAL,M2_HOSTILE,M3_INFRAVISIBLE,11,-,-,-,8,8,49,
,,,xan,S_XAN,7,18,-4,0,0,G_GENO|3,"ATTK(AT_STNG,AD_LEGS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,300,MS_BUZZ,MZ_TINY,MR_POISON,MR_POISON,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_POIS,M2_HOSTILE,M3_INFRAVISIBLE,1,-,POISON=100|-,-,9,9,85,MR_POISON=47
,,,yellow light,S_LIGHT,3,15,0,0,0,G_NOCORPSE|G_GENO|G_NOHELL|4,"ATTK(AT_EXPL,AD_BLND,10,20)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_SMALL,MR_FIRE|MR_COLD|MR_SLEEP|MR_DISINT|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,,M1_FLY|M1_AMORPHOUS|M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_UNSOLID,M2_NEUTER|M2_HOSTILE,M3_INFRAVISIBLE,11,-,STUN=100|-,-,5,5,29,
,,,black light,S_LIGHT,5,15,0,0,0,G_NOCORPSE|G_GENO|2,"ATTK(AT_EXPL,AD_HALU,10,12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_SMALL,MR_FIRE|MR_COLD|MR_SLEEP|MR_DISINT|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,,M1_FLY|M1_AMORPHOUS|M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_UNSOLID|M1_SEE_INVIS,M2_NEUTER|M2_HOSTILE,,0,-,HALLU=100|-,-,7,7,49,
,,,echidna,S_ZRUTY,2,6,9,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,1,2)","ATTK(AT_CLAW,AD_PHYS,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,15,10,MS_SILENT,MZ_TINY,,,M1_NOHANDS|M1_ANIMAL|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE,M2_WANDER,,3,-,-,-,3,3,5,
,,,platypus,S_ZRUTY,4,8,8,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_KICK,AD_DRST,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,12,MS_SILENT,MZ_TINY,,,M1_SWIM|M1_NOHANDS|M1_ANIMAL|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE,M2_WANDER,,2,-,-,-,6,6,25,
,,,koala,S_ZRUTY,7,4,9,10,0,G_GENO|G_NOHELL|2,"ATTK(AT_TUCH,AD_CALM,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,150,50,MS_SQEEK,MZ_SMALL,MR_POISON,,M1_ANIMAL|M1_SEE_INVIS|M1_HERBIVORE,M2_DOMESTIC,,7,-,-,-,8,8,60,
,,,wombat,S_ZRUTY,5,12,5,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_KICK,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,40,MS_GROWL,MZ_SMALL,,,M1_NOHANDS|M1_ANIMAL|M1_HERBIVORE,M2_DOMESTIC,,3,-,-,-,6,6,26,
,,,Tasmanian devil,S_ZRUTY,9,12,8,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_BITE,AD_PHYS,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,500,250,MS_GROWL,MZ_SMALL,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE,,0,-,-,-,11,11,132,
,,,wallaby,S_ZRUTY,5,16,7,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_KICK,AD_PHYS,2,4)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,150,MS_SILENT,MZ_SMALL,,,M1_ANIMAL|M1_HERBIVORE,,,3,-,-,-,6,6,29,
,,,wallaroo,S_ZRUTY,6,20,8,0,0,G_GENO|G_SGROUP|G_NOHELL|1,"ATTK(AT_KICK,AD_PHYS,2,6)","ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SILENT,MZ_SMALL,,,M1_ANIMAL|M1_HERBIVORE,,,1,-,-,-,8,8,42,
,,,kangaroo,S_ZRUTY,10,24,6,0,0,G_GENO|G_SGROUP|G_NOHELL|2,"ATTK(AT_KICK,AD_PHYS,2,8)","ATTK(AT_KICK,AD_PHYS,2,8)","ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,1000,500,MS_SILENT,MZ_MEDIUM,,,M1_ANIMAL|M1_HERBIVORE,M2_NASTY,,7,-,-,-,15,15,226,
,,,couatl,S_ANGEL,8,10,5,30,7,G_NOCORPSE|G_SGROUP|G_NOHELL|1,"ATTK(AT_BITE,AD_DRST,2,4)","ATTK(AT_BITE,AD_PHYS,1,3)","ATTK(AT_HUGS,AD_WRAP,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,900,400,MS_HISS,MZ_LARGE,MR_POISON|MR_PLUSTWO,,M1_FLY|M1_POIS,M2_MINION|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,2,-,POISON=100|-,-,14,14,148,
,,,Aleax,S_ANGEL,10,8,0,30,7,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_KICK,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_IMITATE,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_PLUSTWO,,M1_HUMANOID|M1_SEE_INVIS,M2_MINION|M2_STALK|M2_NASTY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,11,-,-,-,15,15,238,
,,,movanic deva,S_ANGEL,12,18,-5,90,15,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_FIRE,3,4)","ATTK(AT_WEAP,AD_FIRE,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_MAGC,AD_CLRC,2,6)",NO_ATTK,NO_ATTK,1450,400,MS_CUSS,MZ_MEDIUM,MR_DEATH|MR_PLUSONE,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS,M2_NOPOLY|M2_MINION|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,-,-,21,21,386,
,,,monadic deva,S_ANGEL,15,18,-4,90,15,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,3,4)","ATTK(AT_WEAP,AD_PHYS,6,4)","ATTK(AT_MAGC,AD_CLRC,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_CUSS,MZ_MEDIUM,MR_DEATH|MR_PLUSONE,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS,M2_NOPOLY|M2_MINION|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,14,-,-,-,23,23,456,
,,,astral deva,S_ANGEL,18,18,-6,90,15,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,3,12)","ATTK(AT_WEAP,AD_STUN,1,4)","ATTK(AT_MAGC,AD_CLRC,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_CUSS,MZ_MEDIUM,MR_DEATH|MR_PLUSONE,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS,M2_NOPOLY|M2_MINION|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,15,-,HALLU=100|-,-,27,27,604,
,,,Angel,S_ANGEL,14,10,-4,55,12,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_MAGC,AD_MAGM,2,6)",NO_ATTK,NO_ATTK,1450,400,MS_CUSS,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_DEATH|MR_PLUSTHREE,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS,M2_NOPOLY|M2_MINION|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,15,-,-,-,22,22,415,
,,,ki-rin,S_ANGEL,16,18,-5,90,15,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_KICK,AD_PHYS,2,4)","ATTK(AT_KICK,AD_PHYS,2,4)","ATTK(AT_BUTT,AD_PHYS,3,6)","ATTK(AT_MAGC,AD_SPEL,2,6)",NO_ATTK,NO_ATTK,1450,400,MS_NEIGH,MZ_LARGE,MR_DEATH|MR_PLUSTHREE,,M1_FLY|M1_SEE_INVIS,M2_NOPOLY|M2_LORD|M2_MINION|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,11,-,-,-,23,23,472,
,,,Archon,S_ANGEL,19,16,-10,80,15,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_GAZE,AD_BLND,2,6)","ATTK(AT_CLAW,AD_PHYS,1,8)","ATTK(AT_MAGC,AD_SPEL,4,6)",NO_ATTK,1450,400,MS_CUSS,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_DEATH|MR_PLUSFOUR,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS,M2_NOPOLY|M2_LORD|M2_MINION|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,-,-,28,28,662,
,,,Planetar,S_ANGEL,29,16,-10,80,15,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,4,4)","ATTK(AT_WEAP,AD_PHYS,4,4)","ATTK(AT_GAZE,AD_BLND,3,6)","ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_MAGC,AD_SPEL,4,6)",NO_ATTK,1450,400,MS_CUSS,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_DEATH|MR_PLUSFOUR,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS,M2_NOPOLY|M2_LORD|M2_MINION|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE,6,-,-,-,38,38,1242,
,,,Solar,S_ANGEL,39,16,-10,80,15,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,5,4)","ATTK(AT_WEAP,AD_PHYS,5,4)","ATTK(AT_GAZE,AD_BLND,5,6)","ATTK(AT_CLAW,AD_PHYS,5,8)","ATTK(AT_MAGC,AD_SPEL,5,6)",NO_ATTK,1450,400,MS_CUSS,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_DEATH|MR_PLUSFOUR,,M1_FLY|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS,M2_NOPOLY|M2_LORD|M2_MINION|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,-,-,49,49,2100,
,,,bat,S_BAT,0,22,8,0,0,G_GENO|G_SGROUP|G_NOHELL|2,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,20,MS_SQEEK,MZ_TINY,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_WANDER,M3_INFRAVISIBLE,3,-,STUN=100|-,-,2,2,6,
,,,giant bat,S_BAT,2,22,7,0,0,G_GENO|G_NOHELL|2,"ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SQEEK,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,1,-,STUN=100|-,-,3,3,10,
,,,rhumbat,S_BAT,3,22,7,0,0,G_GENO|G_SGROUP|G_HELL|1,"ATTK(AT_BITE,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SQEEK,MZ_MEDIUM,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,11,-,-,-,5,5,15,
,,,athol,S_BAT,2,20,7,0,0,G_GENO|G_LGROUP|G_HELL|1,"ATTK(AT_BITE,AD_PHYS,1,5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SQEEK,MZ_MEDIUM,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,7,-,-,-,4,4,10,
,,,raven,S_BAT,4,20,6,0,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,40,20,MS_SQAWK,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,,0,-,-,-,6,6,22,
,,,vampire bat,S_BAT,5,20,6,0,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,1,6)","ATTK(AT_BITE,AD_DRST,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,20,MS_SQEEK,MZ_SMALL,MR_SLEEP|MR_POISON,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_VAMPIRE|M2_HOSTILE,M3_INFRAVISIBLE,0,-,POISON=100|-,-,7,7,41,
,,,hellbat,S_BAT,7,22,7,0,0,G_NOCORPSE|G_GENO|G_SGROUP|G_HELL|1,"ATTK(AT_BITE,AD_FIRE,1,12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SQEEK,MZ_MEDIUM,MR_FIRE,MR_FIRE,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,1,-,-,-,9,9,69,MR_FIRE=47
,,,mongbat,S_BAT,7,22,7,0,0,G_GENO|G_SGROUP|G_HELL|1,"ATTK(AT_BITE,AD_PHYS,1,12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SQEEK,MZ_MEDIUM,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,9,-,-,-,9,9,55,
,,,mobat,S_BAT,9,22,7,0,0,G_GENO|G_LGROUP|G_HELL|1,"ATTK(AT_BITE,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SHRIEK,MZ_MEDIUM,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE,0,-,-,-,11,11,137,
,,,harpy,S_BAT,9,17,5,0,-4,G_GENO|G_SGROUP|G_HELL|1,"ATTK(AT_BITE,AD_PHYS,1,12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,130,130,MS_SQEEK,MZ_MEDIUM,,,M1_FLY|M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISIBLE|M3_TRAITOR,7,-,-,-,10,10,135,
,,,byakhee,S_BAT,11,20,1,25,-4,G_GENO|G_SGROUP|2,"ATTK(AT_BITE,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_STNG,AD_STUN,1,3)",NO_ATTK,NO_ATTK,1600,100,MS_SQEEK,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_FLY|M1_BREATHLESS|M1_THICK_HIDE|M1_REGEN|M1_SEE_INVIS|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_WANDER|M2_STALK|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,3,-,HALLU=100|POISON=100|-,-,15,15,197,
,,,nightgaunt,S_BAT,15,20,-2,50,-6,G_GENO|G_SGROUP|2,"ATTK(AT_CLAW,AD_TCKL,1,6)","ATTK(AT_CLAW,AD_TCKL,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1300,100,MS_SQEEK,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,MR_COLD,M1_FLY|M1_BREATHLESS|M1_NOEYES|M1_THICK_HIDE|M1_REGEN|M1_SEE_INVIS|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_WANDER|M2_STALK|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,3,-,POISON=100|-,-,19,19,329,MR_COLD=100
,,,plains centaur,S_CENTAUR,4,18,4,0,0,G_GENO|G_NOHELL|3,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_KICK,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2500,500,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISIBLE,3,-,-,-,6,6,25,
,,,forest centaur,S_CENTAUR,5,18,3,10,-1,G_GENO|G_NOHELL|3,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_KICK,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2550,600,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISIBLE|M3_TRAITOR,2,-,-,-,8,8,34,
,,,mountain centaur,S_CENTAUR,6,20,2,10,-3,G_GENO|G_NOHELL|3,"ATTK(AT_WEAP,AD_PHYS,1,10)","ATTK(AT_KICK,AD_PHYS,1,6)","ATTK(AT_KICK,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,2550,500,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISIBLE|M3_TRAITOR,6,-,-,-,9,9,52,
,,,baby gray dragon,S_DRAGON,4,9,2,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,MR_HITASONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,7,-,-,-,5,5,22,
,,,baby silver dragon,S_DRAGON,4,9,2,40,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,14,-,-,-,5,5,22,
,,,baby shimmering dragon,S_DRAGON,4,9,-4,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,6,-,-,-,6,6,39,
,,,baby deep dragon,S_DRAGON,4,9,0,10,0,G_GENO|2,"ATTK(AT_BITE,AD_DRST,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,5,-,-,-,6,6,32,
,,,baby red dragon,S_DRAGON,4,9,2,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,MR_FIRE|MR_HITASONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,M3_INFRAVISIBLE,1,-,-,-,5,5,22,
,,,baby white dragon,S_DRAGON,4,9,2,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,MR_COLD|MR_HITASONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,15,-,-,-,5,5,22,
,,,baby orange dragon,S_DRAGON,4,9,2,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,MR_SLEEP|MR_HITASONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,9,-,-,-,5,5,22,
,,,baby black dragon,S_DRAGON,4,9,2,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,MR_DISINT|MR_HITASONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,0,-,-,-,5,5,22,
,,,baby blue dragon,S_DRAGON,4,9,2,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,MR_ELEC|MR_HITASONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,4,-,-,-,5,5,22,
,,,baby green dragon,S_DRAGON,4,9,2,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,MR_POISON|MR_HITASONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_POIS|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,2,-,POISON=100|-,-,5,5,22,
,,,baby yellow dragon,S_DRAGON,4,9,2,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,500,MS_ROAR,MZ_HUGE,MR_ACID|MR_STONE|MR_HITASONE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_ACID|M1_CARNIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,,11,UNSTONE=100|-,ACID=100|-,-,5,5,22,
,,,gray dragon,S_DRAGON,18,9,-4,20,4,G_GENO|3,"ATTK(AT_BREA,AD_MAGM,4,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,4500,1500,MS_ROAR,MZ_GIGANTIC,MR_HITASTHREE,,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_OVIPAROUS|M1_SEE_INVIS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,,7,-,-,-,25,25,598,
